cust_id,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,_corrupt_record,city,cust_age,cust_id,date_created,date_updated,email,first_name,gender,income,last_name,phone_number,postal,state
cust_2575,713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462,,,,,,,,,,,,,,
cust_2576,772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023,,,,,,,,,,,,,,
cust_2577,820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968,,,,,,,,,,,,,,
cust_2578,721502958,Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,1332.0,0.56,1406,31,0.24,0.59,,,,,,,,,,,,,,
cust_2579,708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,1607.0,0.576,2844,73,0.622,0.438,,,,,,,,,,,,,,
cust_2580,710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.477,0.054,,,,,,,,,,,,,,
cust_2581,708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083,,,,,,,,,,,,,,
cust_2582,826401858,Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449,,,,,,,,,,,,,,
cust_2583,709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52,,,,,,,,,,,,,,
cust_2584,710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.744,0.0,,,,,,,,,,,,,,
cust_2585,788621658,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918,,,,,,,,,,,,,,
cust_2586,716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065,,,,,,,,,,,,,,
cust_2587,712338033,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,14291.0,0.808,1687,40,0.739,0.106,,,,,,,,,,,,,,
cust_2588,711639708,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0,,,,,,,,,,,,,,
cust_2589,720216108,Existing Customer,27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549.0,2130,419.0,0.693,2605,61,0.794,0.836,,,,,,,,,,,,,,
cust_2590,718708908,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394,,,,,,,,,,,,,,
cust_2591,802890333,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.714,,,,,,,,,,,,,,
cust_2592,712965183,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,588.0,0.416,1188,35,0.75,0.781,,,,,,,,,,,,,,
cust_2593,796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622.0,0,30622.0,1.329,3600,66,0.784,0.0,,,,,,,,,,,,,,
cust_2594,712816833,Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468,,,,,,,,,,,,,,
cust_2595,814829583,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0,,,,,,,,,,,,,,
cust_2596,798769458,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279,,,,,,,,,,,,,,
cust_2597,818034558,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075.0,1506,20569.0,0.794,2337,40,0.818,0.068,,,,,,,,,,,,,,
cust_2598,719483358,Existing Customer,33,M,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,4996.0,0.962,2962,54,0.862,0.259,,,,,,,,,,,,,,
cust_2599,719647383,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,2945.0,0.728,2001,49,0.485,0.332,,,,,,,,,,,,,,
cust_2600,714909108,Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,,,,,,,,,,,,,,
cust_2601,793678608,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516.0,0,34516.0,0.938,3568,57,0.676,0.0,,,,,,,,,,,,,,
cust_2602,720854358,Existing Customer,27,M,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823.0,2130,1693.0,0.371,2026,49,0.441,0.557,,,,,,,,,,,,,,
cust_2603,709126833,Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,3,2,1,21670.0,2183,19487.0,0.995,4121,81,0.761,0.101,,,,,,,,,,,,,,
cust_2604,788896983,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155,,,,,,,,,,,,,,
cust_2605,715731033,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.571,0.028,,,,,,,,,,,,,,
cust_2606,717636933,Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0,,,,,,,,,,,,,,
cust_2607,772658658,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248.0,0,2248.0,0.735,4439,77,0.54,0.0,,,,,,,,,,,,,,
cust_2608,755943033,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901.0,1176,725.0,0.612,2450,52,0.857,0.619,,,,,,,,,,,,,,
cust_2609,772399983,Existing Customer,55,M,2,College,Single,$80K - $120K,Silver,45,3,1,4,34516.0,1433,33083.0,0.728,1966,31,0.55,0.042,,,,,,,,,,,,,,
cust_2610,826130133,Existing Customer,58,M,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680.0,1812,29868.0,0.483,1121,25,0.562,0.057,,,,,,,,,,,,,,
cust_2611,719238183,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167,705.0,0.517,2238,45,0.607,0.623,,,,,,,,,,,,,,
cust_2612,802666083,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0,,,,,,,,,,,,,,
cust_2613,713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991.0,1328,9663.0,1.027,3692,60,0.714,0.121,,,,,,,,,,,,,,
cust_2614,712774008,Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639,,,,,,,,,,,,,,
cust_2615,717627333,Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938,,,,,,,,,,,,,,
cust_2616,779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,,,,,,,,,,,,,,
cust_2617,715322958,Existing Customer,43,F,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.216,,,,,,,,,,,,,,
cust_2618,779100408,Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,0.649,0.763,,,,,,,,,,,,,,
cust_2619,715352883,Existing Customer,49,F,2,Post-Graduate,Single,Unknown,Blue,36,3,3,2,24904.0,0,24904.0,0.636,5176,71,0.479,0.0,,,,,,,,,,,,,,
cust_2620,789963033,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0,,,,,,,,,,,,,,
cust_2621,710687508,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,6,3,1,2621.0,1858,763.0,0.987,2148,47,1.043,0.709,,,,,,,,,,,,,,
cust_2622,789656358,Existing Customer,49,F,5,Graduate,Married,$40K - $60K,Blue,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.116,,,,,,,,,,,,,,
cust_2623,715720083,Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0,,,,,,,,,,,,,,
cust_2624,716584158,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174,,,,,,,,,,,,,,
cust_2625,815727183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276,,,,,,,,,,,,,,
cust_2626,717066408,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,4,5550.0,1518,4032.0,1.182,2540,62,0.771,0.274,,,,,,,,,,,,,,
cust_2627,708104658,Existing Customer,46,M,1,Graduate,Unknown,$40K - $60K,Blue,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,,,,,,,,,,,,,,
cust_2628,718016808,Existing Customer,62,F,0,Unknown,Married,Less than $40K,Blue,55,3,1,0,2064.0,1282,782.0,0.455,1475,27,0.929,0.621,,,,,,,,,,,,,,
cust_2629,814571058,Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,4,3,0,3450.0,2517,933.0,0.652,2545,64,0.778,0.73,,,,,,,,,,,,,,
cust_2630,714757908,Existing Customer,46,M,4,Graduate,Married,$120K +,Silver,36,4,1,3,34516.0,1380,33136.0,0.66,2163,56,0.4,0.04,,,,,,,,,,,,,,
cust_2631,710345808,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,6,2,2,30030.0,2028,28002.0,0.601,1828,38,1.111,0.068,,,,,,,,,,,,,,
cust_2632,814752558,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541,,,,,,,,,,,,,,
cust_2633,721284258,Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.351,,,,,,,,,,,,,,
cust_2634,719336583,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,44,3,3,3,27745.0,1300,26445.0,0.482,1525,21,0.5,0.047,,,,,,,,,,,,,,
cust_2635,797638383,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852.0,2016,2836.0,0.576,3561,73,0.622,0.415,,,,,,,,,,,,,,
cust_2636,708434733,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735.0,2289,4446.0,0.661,1249,28,0.75,0.34,,,,,,,,,,,,,,
cust_2637,711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309,,,,,,,,,,,,,,
cust_2638,720620058,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,2,23124.0,1746,21378.0,0.807,1959,50,0.724,0.076,,,,,,,,,,,,,,
cust_2639,819169683,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48,,,,,,,,,,,,,,
cust_2640,709757583,Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475,,,,,,,,,,,,,,
cust_2641,789307833,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179,,,,,,,,,,,,,,
cust_2642,823912308,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3402.0,1813,1589.0,0.653,1767,28,0.647,0.533,,,,,,,,,,,,,,
cust_2643,720746208,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772,,,,,,,,,,,,,,
cust_2644,709121283,Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821,,,,,,,,,,,,,,
cust_2645,714093108,Existing Customer,58,F,2,High School,Single,$40K - $60K,Blue,36,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.164,,,,,,,,,,,,,,
cust_2646,718368333,Existing Customer,26,M,0,College,Unknown,Less than $40K,Blue,13,6,1,2,5713.0,789,4924.0,0.678,3323,61,0.525,0.138,,,,,,,,,,,,,,
cust_2647,806752533,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.553,0.551,,,,,,,,,,,,,,
cust_2648,758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.538,0.122,,,,,,,,,,,,,,
cust_2649,779473308,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,,,,,,,,,,,,,,
cust_2650,709376508,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.334,,,,,,,,,,,,,,
cust_2651,712589658,Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15,,,,,,,,,,,,,,
cust_2652,712141683,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944.0,753,2191.0,0.707,3457,61,0.848,0.256,,,,,,,,,,,,,,
cust_2653,712494108,Existing Customer,38,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,,,,,,,,,,,,,,
cust_2654,721350783,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,,,,,,,,,,,,,,
cust_2655,710133858,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245,,,,,,,,,,,,,,
cust_2656,719152383,Existing Customer,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528,,,,,,,,,,,,,,
cust_2657,715174158,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,1,0,25215.0,1445,23770.0,1.033,2588,48,1.0,0.057,,,,,,,,,,,,,,
cust_2658,780040758,Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.174,0.698,,,,,,,,,,,,,,
cust_2659,719525358,Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Blue,43,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239,,,,,,,,,,,,,,
cust_2660,710892408,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405,,,,,,,,,,,,,,
cust_2661,713295183,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,29,6,2,3,24446.0,1854,22592.0,0.782,3897,75,0.786,0.076,,,,,,,,,,,,,,
cust_2662,789871233,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,,,,,,,,,,,,,,
cust_2663,712663533,Existing Customer,40,M,4,High School,Single,$40K - $60K,Blue,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678,,,,,,,,,,,,,,
cust_2664,820906233,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254,,,,,,,,,,,,,,
cust_2665,821163408,Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,37,5,3,3,16954.0,1588,15366.0,0.878,3411,60,0.875,0.094,,,,,,,,,,,,,,
cust_2666,708947208,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7,,,,,,,,,,,,,,
cust_2667,715261458,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0,,,,,,,,,,,,,,
cust_2668,789310833,Existing Customer,44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.432,,,,,,,,,,,,,,
cust_2669,818294958,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,,,,,,,,,,,,,,
cust_2670,713902983,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.571,0.819,,,,,,,,,,,,,,
cust_2671,771693933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706,,,,,,,,,,,,,,
cust_2672,827984658,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,,,,,,,,,,,,,,
cust_2673,789012633,Existing Customer,30,F,0,Graduate,Single,Less than $40K,Blue,17,3,2,1,4868.0,1090,3778.0,0.679,2907,69,0.816,0.224,,,,,,,,,,,,,,
cust_2674,807237783,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05,,,,,,,,,,,,,,
cust_2675,803408733,Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239.0,1338,901.0,0.567,2466,60,0.579,0.598,,,,,,,,,,,,,,
cust_2676,824667708,Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,2428.0,1027,1401.0,0.824,3007,84,0.867,0.423,,,,,,,,,,,,,,
cust_2677,807165033,Existing Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,44,3,1,5,15027.0,0,15027.0,0.811,3533,59,0.788,0.0,,,,,,,,,,,,,,
cust_2678,809984133,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32,3,3,5,32056.0,1887,30169.0,0.831,2730,68,0.7,0.059,,,,,,,,,,,,,,
cust_2679,718949433,Existing Customer,42,F,3,College,Single,Unknown,Silver,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.756,0.027,,,,,,,,,,,,,,
cust_2680,751227183,Existing Customer,36,M,2,Unknown,Single,$80K - $120K,Blue,29,3,3,5,5346.0,1539,3807.0,0.777,2283,51,0.889,0.288,,,,,,,,,,,,,,
cust_2681,716331408,Attrited Customer,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0,,,,,,,,,,,,,,
cust_2682,714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,,,,,,,,,,,,,,
cust_2683,774172158,Existing Customer,29,M,1,Unknown,Single,$60K - $80K,Blue,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085,,,,,,,,,,,,,,
cust_2684,708171858,Existing Customer,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58,,,,,,,,,,,,,,
cust_2685,709074108,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,24,5,2,5,23032.0,840,22192.0,0.739,2787,73,0.698,0.036,,,,,,,,,,,,,,
cust_2686,721304133,Existing Customer,36,F,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369,,,,,,,,,,,,,,
cust_2687,787430733,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771.0,1446,1325.0,0.686,1706,27,0.227,0.522,,,,,,,,,,,,,,
cust_2688,711225933,Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854,,,,,,,,,,,,,,
cust_2689,717478983,Existing Customer,31,F,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687,,,,,,,,,,,,,,
cust_2690,720949083,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.819,,,,,,,,,,,,,,
cust_2691,712851108,Existing Customer,51,F,3,High School,Married,Unknown,Blue,31,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152,,,,,,,,,,,,,,
cust_2692,713151258,Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0,,,,,,,,,,,,,,
cust_2693,799731033,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0,,,,,,,,,,,,,,
cust_2694,822138333,Existing Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114,,,,,,,,,,,,,,
cust_2695,708532308,Existing Customer,37,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.211,3000,70,1.059,0.22,,,,,,,,,,,,,,
cust_2696,713718558,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0,,,,,,,,,,,,,,
cust_2697,778939683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32,4,3,2,2821.0,951,1870.0,0.577,1452,38,1.923,0.337,,,,,,,,,,,,,,
cust_2698,713322633,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93,,,,,,,,,,,,,,
cust_2699,754671558,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.714,0.653,,,,,,,,,,,,,,
cust_2700,719291283,Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226.0,1607,619.0,0.656,2660,62,1.0,0.722,,,,,,,,,,,,,,
cust_2701,720659283,Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551,,,,,,,,,,,,,,
cust_2702,719535558,Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334,,,,,,,,,,,,,,
cust_2703,771032658,Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,,,,,,,,,,,,,,
cust_2704,709468683,Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,,,,,,,,,,,,,,
cust_2705,719455908,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,38,3,3,3,31501.0,0,31501.0,0.698,3742,75,0.786,0.0,,,,,,,,,,,,,,
cust_2706,816890883,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695.0,1257,20438.0,0.793,2266,74,0.48,0.058,,,,,,,,,,,,,,
cust_2707,709826058,Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,1,34516.0,2435,32081.0,0.732,1805,34,0.619,0.071,,,,,,,,,,,,,,
cust_2708,735008958,Existing Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,35,6,3,2,13650.0,1253,12397.0,0.743,1703,53,0.71,0.092,,,,,,,,,,,,,,
cust_2709,713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,,,,,,,,,,,,,,
cust_2710,719148633,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,4,2413.0,2015,398.0,0.47,1398,24,0.714,0.835,,,,,,,,,,,,,,
cust_2711,789266208,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,45,3,2,3,5920.0,1589,4331.0,0.512,1408,28,0.273,0.268,,,,,,,,,,,,,,
cust_2712,718373658,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,28,6,3,0,5841.0,2463,3378.0,1.047,3817,81,0.761,0.422,,,,,,,,,,,,,,
cust_2713,712255458,Existing Customer,37,M,3,High School,Single,$60K - $80K,Blue,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244,,,,,,,,,,,,,,
cust_2714,789494133,Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490.0,1259,1231.0,1.079,2441,53,0.514,0.506,,,,,,,,,,,,,,
cust_2715,714178458,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640.0,1603,19037.0,0.532,1792,53,0.395,0.078,,,,,,,,,,,,,,
cust_2716,717595908,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231,,,,,,,,,,,,,,
cust_2717,798114033,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19,,,,,,,,,,,,,,
cust_2718,709479558,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,3,2,1,2758.0,2168,590.0,1.046,3073,86,0.792,0.786,,,,,,,,,,,,,,
cust_2719,778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054,,,,,,,,,,,,,,
cust_2720,719363283,Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0.0,,,,,,,,,,,,,,
